6240.2446289,-0.0734479,-0.3018002,-9.6966457,-0.0335231,-0.1207896,0.0010642,-31.1040020,15.7440004,33.0225029,120.9971619,24.7861347,129.3690033,-0.0450000,0.0880000,0.0350000,-0.0034148,0.0000000
6250.3051758,-0.0673890,-0.3157350,-9.6983614,-0.0361837,-0.1223859,0.0000000,-31.1040020,15.7440004,33.0225029,120.9971619,24.7861347,129.3690033,-0.0450000,0.0880000,0.0350000,-0.0034148,0.0000000
6260.2446289,-0.0867192,-0.2152011,-9.6840973,-0.0367158,0.1457989,0.0037248,-31.1040020,15.7440004,33.0225029,120.9971619,24.7861347,129.3690033,-0.0450000,0.0880000,0.0350000,-0.0034148,1.3659118
6270.2973633,-0.0926183,-0.1962286,-9.6884747,-0.0324589,-0.1223859,0.0010642,-31.1040020,15.7440004,33.0225029,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0136591,-4.0977354
6280.2124023,-0.0923099,-0.0978050,-9.6705723,-0.0329910,0.1457989,-0.0026606,-31.4880009,15.7440004,33.4065018,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0029270,-4.6831264
6290.2973633,-0.0742673,-0.4799387,-9.6902132,-0.0356516,-0.1202575,-0.0005321,-31.4880009,15.7440004,33.4065018,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0029270,0.0000000
6300.2221680,-0.0766428,-0.1054839,-9.7082348,-0.0345873,0.1473952,-0.0015963,-31.1040020,15.7440004,33.4065018,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,0.0087809,8.7808628
6310.3051758,-0.0988932,-0.1370216,-9.6464186,-0.0367158,-0.1229181,0.0042569,-31.1040020,15.7440004,33.4065018,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0029270,0.0000000
6320.2177734,-0.0861046,-0.1507695,-9.6982651,-0.0340552,-0.1218538,-0.0015963,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0029270,-4.6831264
6330.2773438,-0.0959656,-0.2291433,-9.6763535,-0.0313947,-0.1223859,-0.0005321,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0029270,-4.6831264
6340.2202148,-0.0706434,-0.1799356,-9.6802025,-0.0340552,-0.1213217,-0.0005321,-31.1040020,15.7440004,32.6385002,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0131713,-4.0977354
6350.2851562,-0.0896977,-0.1210381,-9.6725912,-0.0319268,0.1468631,0.0037248,-31.1040020,15.7440004,32.6385002,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0063417,-1.3659117
6360.2197266,-0.1086140,-0.2226582,-9.6866713,0.2346618,0.1457989,-0.0037248,-31.4880009,15.7440004,33.4065018,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0029270,-4.8782563
6370.2773438,-0.1047414,-0.0450451,-9.7199249,-0.0329910,0.1473952,0.0010642,-31.4880009,15.7440004,33.4065018,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0024391,0.0000000
6380.2124023,-0.0801538,-0.2821145,-9.6878948,-0.0319268,-0.1245144,0.0005321,-31.1040020,15.7440004,33.7905006,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0058539,2.7318234
6390.2851562,-0.0801360,-0.3064280,-9.7006960,-0.0282020,0.1468631,0.0010642,-31.1040020,15.7440004,33.7905006,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0024391,-4.8782563
6400.1923828,-0.0708769,-0.2038398,-9.7012320,-0.0329910,-0.1239823,-0.0005321,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,0.0097565,4.6831260
6410.2695312,-0.0786009,-0.1867725,-9.6693258,-0.0356516,-0.1234502,-0.0015963,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0058539,-1.3659120
6420.1972656,-0.0888751,-0.2371931,-9.6847677,0.2309370,0.1473952,0.0015963,-31.4880009,15.7440004,32.6385002,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0019513,0.0000000
6430.2675781,-0.0776186,-0.0948848,-9.7096758,-0.0340552,-0.1213217,0.0015963,-31.4880009,15.7440004,32.6385002,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0019513,1.5610422
6440.2397461,-0.0848985,-0.2458495,-9.6726904,-0.0367158,0.1463310,-0.0005321,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0053661,-6.0490379
6450.2924805,-0.0922899,-0.4747639,-9.6794682,-0.0335231,-0.1245144,0.0042569,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0053661,-1.3659118
6460.2451172,-0.0799723,-0.4604450,-9.6907358,-0.0367158,-0.1223859,-0.0015963,-31.4880009,16.1280003,33.4065018,120.9971619,24.7861347,129.4239960,0.0020000,-0.0260000,0.0020000,-0.0019513,1.3659118
6470.2124023,-0.0939103,-0.4221919,-9.7184772,-0.0361837,0.1463310,0.0042569,-31.4880009,16.1280003,33.4065018,120.9971619,24.7861347,129.5039978,0.0140000,-0.0630000,0.0530000,-0.0019513,1.3659118
6480.2075195,-0.0841011,-0.1548249,-9.7020931,-0.0356516,0.1431383,0.0037248,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.5039978,0.0140000,-0.0630000,0.0530000,-0.0117078,-2.7318239
6490.2202148,-0.0778961,-0.0067385,-9.6765862,-0.0340552,-0.1207896,-0.0010642,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.5039978,0.0140000,-0.0630000,0.0530000,-0.0048783,-1.3659117
6500.2197266,-0.0833624,-0.1795715,-9.6771002,-0.0356516,0.1473952,-0.0010642,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.5039978,0.0140000,-0.0630000,0.0530000,-0.0009757,4.2928658
6510.2900391,-0.0829761,-0.2312203,-9.7131414,0.2335975,-0.1207896,0.0015963,-31.4880009,15.7440004,33.0225029,120.9971619,24.7861347,129.5039978,0.0140000,-0.0630000,0.0530000,-0.0043904,-6.0490384
6520.2275391,-0.0633702,-0.2886382,-9.6831913,-0.0340552,-0.1223859,0.0005321,-31.1040020,16.1280003,33.0225029,120.9971619,24.7861347,129.5039978,0.0140000,-0.0630000,0.0530000,-0.0151226,-10.1467733
6530.2827148,-0.0703757,-0.2757171,-9.6990051,-0.0319268,0.1452668,0.0010642,-31.1040020,16.1280003,33.0225029,120.9971619,24.7861347,129.5039978,0.0140000,-0.0630000,0.0530000,0.0107322,6.0490384
